Num,indic,lats,lons,year,month,day,land
1117,0,16.5234299842,123.0554942158,1991,1,4,0
1118,0,40.4407766461,106.0357131623,1992,7,11,1
1119,0,27.7654166613,144.8279964644,1995,10,7,0
1120,0,25.0520354463,169.7171320673,2002,10,11,0
1121,0,12.0035721827,143.41806771,2008,7,13,0
1122,0,18.8181951502,113.9958231035,2004,2,14,0
1123,0,59.8710091319,95.6602318631,1998,7,22,1
1124,0,44.3083661981,171.5679607051,1996,12,23,0
1125,0,36.7873240169,100.8150772308,2001,11,22,1
1126,0,21.4698653854,133.25620485,2007,6,24,0
1127,0,55.0684034731,132.8864478157,1991,1,12,1
1128,0,37.9062708467,163.7890634872,1997,2,5,0
1129,0,17.6321965735,173.8476926694,1993,2,26,0
1130,0,33.1111391773,93.9047915884,2000,9,11,1
1131,0,11.0437173117,146.3281483389,2004,11,21,0
1132,0,39.7333910409,160.9684120445,2003,9,29,0
1133,0,37.4276424106,166.8669113866,2007,12,17,0
1134,0,55.1588744251,99.3580687512,1994,10,18,1
1135,0,51.8893485283,129.6844058647,2004,5,8,1
1136,0,59.1186324321,168.0178001267,1996,5,3,0
1137,0,15.6650403701,118.4609424043,2001,10,10,0
1138,0,5.9431623481,123.8866309309,2004,12,25,0
1139,0,25.5592484633,116.5152987675,1997,6,4,1
1140,0,46.2795659574,153.0472542113,1995,2,9,0
1141,0,10.1565795438,102.4604041711,2007,8,15,0
1142,0,37.8798588132,129.1392657836,2010,1,11,0
1143,0,8.1575763552,165.4253189662,2005,3,21,0
1144,0,40.6940113194,174.1236903425,1992,7,3,0
1145,0,25.0246729469,117.3542771931,1991,11,9,1
1146,0,41.6426532296,118.0859283661,2004,3,18,1
1147,0,6.3052063482,154.3979778956,2010,3,13,0
1148,0,54.6739951149,136.9531102781,2007,3,22,0
1149,0,29.1905890033,148.0277594388,1996,9,27,0
1150,0,44.6192279924,173.6481453711,2005,11,3,0
1151,0,43.539026957,110.9336227085,2002,5,23,1
1152,0,4.8116735928,142.2348887776,2007,3,14,0
1153,0,27.4095257046,107.6846335293,2007,9,6,1
1154,0,59.9894821923,114.1615309613,1999,7,7,1
1155,0,53.6876749154,176.6017240961,2001,6,23,0
1156,0,41.9558105338,118.4596654843,1998,3,29,1
1157,0,47.1455151821,115.6656418811,1998,12,25,1
1158,0,41.9111904362,134.2089753854,1998,5,6,0
1159,0,19.6296307398,90.3315198189,2001,9,17,0
1160,0,34.5095641818,97.8586018248,1992,11,6,1
1161,0,8.4582538856,179.6261980897,1994,10,5,0
1162,0,32.5305419834,95.8357707295,2002,9,26,1
1163,0,0.0689892378,104.2646866757,1995,3,20,0
1164,0,22.748330282,121.4798506047,1997,8,24,0
1165,0,0.2132297773,153.5464627831,2009,10,22,0
1166,0,19.3929646583,156.4768683747,1993,10,9,0
1167,0,48.9230324328,169.9180615204,1994,1,4,0
1168,0,0.6703861943,140.069517761,1998,5,9,0
1169,0,40.5289831292,111.7857661913,1993,1,16,1
1170,0,18.2510201633,127.7652516821,1993,7,9,0
1171,0,23.930130587,155.9424165823,2010,11,29,0
1172,0,19.4893030403,144.0781862754,2007,7,28,0
1173,0,17.9390913667,142.8011619207,1999,11,13,0
1174,0,3.851561076,169.804067323,1999,12,8,0
1175,0,12.5880278321,161.4513007784,1993,7,20,0
1176,0,22.9518690286,127.0853561,1994,6,4,0
1177,0,24.8431316251,108.361038384,2000,10,20,1
1178,0,21.4545532549,130.9878222342,1998,6,22,0
1179,0,14.5864402363,157.8785407031,2001,1,23,0
1180,0,21.7388984375,137.6699625095,1994,5,14,0
1181,0,35.2830898063,97.6962301321,2003,4,25,1
1182,0,0.600882587,120.829127063,2000,6,11,0
1183,0,45.4176696343,177.0425387565,1998,7,12,0
1184,0,17.5335554034,161.2361711869,2006,10,2,0
1185,0,27.2039407678,108.8422165392,2000,3,18,1
1186,0,19.1898511397,164.9398909137,2004,1,8,0
1187,0,54.3425387889,153.4480602248,2009,2,8,0
1188,0,56.5375944832,99.0163021395,2003,3,10,1
1189,0,6.8356333673,168.7816054537,2006,11,15,0
1190,0,44.2280503549,164.3168088351,1991,1,25,0
1191,0,35.9623266477,149.9370428617,2002,1,30,0
1192,0,25.2922317479,121.992555235,2001,5,22,0
1193,0,1.0349943303,149.2836363148,2006,10,24,0
1194,0,23.7001562677,177.608662995,2006,9,5,0
1195,0,33.9970574621,148.4705823613,2004,5,23,0
1196,0,54.4337125774,165.1187264873,2001,11,7,0
1197,0,37.6794799743,135.9726089286,1991,10,5,0
1198,0,5.5955708446,165.0029396312,2008,1,6,0
1199,0,13.477076171,147.1544132195,1997,4,14,0
1200,0,31.7971650604,172.1226430382,1994,8,31,0
1201,0,34.6806986164,160.3588009835,2002,2,9,0
1202,0,39.2056283494,152.3872919683,2001,1,3,0
1203,0,12.685140674,111.2219230668,2000,9,12,0
1204,0,16.4772839192,98.6077683675,2008,2,11,1
1205,0,5.4339077231,160.5325155915,1995,1,22,0
1206,0,45.8718850091,122.9348112177,2000,3,19,1
1207,0,9.6309085004,102.3071516748,2002,4,26,0
1208,0,43.4010219947,108.2390715298,1994,9,30,1
1209,0,27.6985876216,120.6574539095,2000,5,23,0
1210,0,47.2286633402,135.4487955105,1996,12,30,1
1211,0,50.2845372073,169.6935825027,2000,7,6,0
1212,0,37.5617415318,137.978974802,2005,5,15,0
1213,0,50.4666827526,174.1772786365,2007,4,2,0
1214,0,46.6006602952,152.7928065578,1997,2,8,0
1215,0,14.3141432153,168.9394609351,2004,12,30,0
1216,0,37.0326451398,173.5909469705,1992,6,27,0
1217,0,5.9623511508,152.7341010282,1998,5,24,0
1218,0,29.0693908185,147.896762006,1998,5,12,0
1219,0,14.8751712497,165.2739231451,1998,3,26,0
1220,0,59.2077030893,104.8881391087,2005,7,22,1
1221,0,40.341786244,134.339594543,2004,1,2,0
1222,0,19.1881832527,132.4524248648,1995,5,12,0
1223,0,38.2666712115,128.5361360922,2010,2,22,1
1224,0,9.9819824891,115.5148053425,2000,7,24,0
1225,0,2.67050792,127.5575909531,2000,10,11,0
1226,0,0.5821154639,152.8416040912,1991,1,1,0
1227,0,47.9968596809,90.4957953771,1996,9,17,1
1228,0,57.2051542019,146.9662399124,1995,12,21,0
1229,0,48.0335574551,133.9329144917,1998,4,26,1
1230,0,41.9743500883,121.9687857921,2006,6,1,1
1231,0,17.7827416174,139.5983160613,1993,7,3,0
1232,0,12.2938864399,157.6882890193,2009,3,22,0
1233,0,29.4101755181,149.5530381217,2010,6,11,0
1234,0,22.2030955553,171.7679640627,2009,10,1,0
1235,0,26.1371198623,136.8189111049,1995,8,26,0
1236,0,57.3917915253,161.3175723748,1995,4,30,1
1237,0,16.2195892073,94.4718503044,2007,10,24,0
1238,0,14.1016769735,172.242116339,2006,8,7,0
1239,0,30.9120302042,173.5863242042,1998,8,10,0
1240,0,21.6541492101,115.3528090753,1998,5,2,0
1241,0,9.6794597805,91.9386044308,1993,4,1,0
1242,0,47.3342447821,118.8125578361,2004,8,7,1
1243,0,31.9707196997,158.858332315,1997,9,25,0
1244,0,14.7273687925,118.1202857452,2007,5,6,0
1245,0,16.4323872468,150.625932687,2001,4,9,0
1246,0,34.575573667,151.5147294989,1996,4,20,0
1247,0,36.1362737278,113.0455107708,2006,8,10,1
1248,0,38.3906263718,178.8774149772,1992,2,6,0
1249,0,41.1236015847,121.7062244983,1996,1,10,1
1250,0,57.7469428629,129.8979952815,1997,1,8,1
1251,0,14.7218797496,136.745153605,2004,11,7,0
1252,0,25.4964151466,143.7704287958,2005,10,13,0
1253,0,28.9038325986,154.2831276543,2001,9,25,0
1254,0,59.9581112294,134.4363200502,1995,1,28,1
1255,0,40.825090427,172.5848950865,2006,9,18,0
1256,0,40.5514449952,151.6656128503,2004,9,30,0
1257,0,2.1606459841,165.1252490957,2005,8,12,0
1258,0,39.5416281419,141.7366811098,2000,10,17,1
1259,0,33.6868496379,131.9898697897,2004,2,1,0
1260,0,0.4904742865,109.1854887712,2008,12,6,1
1261,0,6.6242253967,153.93805895,1997,1,12,0
1262,0,27.7622439293,106.9746277202,2009,8,9,1
1263,0,43.625681363,136.7628492694,2002,10,27,0
1264,0,0.5416141916,142.6993551152,1995,10,2,0
1265,0,38.8518253248,167.2128853784,2010,3,24,0
1266,0,20.4461611435,163.4721091529,1993,10,24,0
1267,0,21.6520504793,170.0928180828,2010,11,26,0
1268,0,9.6088328864,147.8422007198,2003,8,16,0
1269,0,5.3127936646,145.2393967216,2008,8,6,0
1270,0,24.8234463483,141.909939847,2004,8,23,0
1271,0,29.0909179207,148.3800255158,2001,12,16,0
1272,0,14.8013039399,130.8826427604,2003,12,8,0
1273,0,34.6184229897,130.1095638215,1991,12,3,0
1274,0,35.2800431801,142.8242305317,2008,7,11,0
1275,0,41.3188210549,145.893348176,1994,11,14,0
1276,0,20.1061286218,121.3393924548,2001,2,1,0
1277,0,55.5722656986,111.2434375472,2003,1,10,1
1278,0,6.1087054526,99.9225021712,2008,6,11,0
1279,0,4.8367381794,115.8667751402,1994,4,22,1
1280,0,1.4366454212,105.0311193941,2010,12,16,0
1281,0,59.2024904257,179.0133779752,1994,7,28,0
1282,0,0.2164831292,133.3960960689,2002,10,13,0
1283,0,56.414963943,92.5256197248,1993,6,12,1
1284,0,52.0403536549,124.9559321953,2001,10,20,1
1285,0,49.3970305799,120.5882120761,2001,9,30,1
1286,0,46.1195428111,145.1039279834,2004,4,26,0
1287,0,47.5519413175,159.6070107166,2005,10,20,0
1288,0,38.2941129059,176.2799631385,2010,7,21,0
1289,0,40.0132851955,130.5162842735,1999,9,24,0
1290,0,38.5254484322,139.4195815315,1999,3,24,0
1291,0,45.8933873847,151.70653546,2007,1,10,0
1292,0,58.146045953,104.575369712,2006,7,4,1
1293,0,35.014910982,108.6500237114,2003,6,12,1
1294,0,7.0932659134,117.6216698578,2006,5,7,0
1295,0,19.6382652037,132.4776806915,2002,12,22,0
1296,0,28.4831051901,113.8863967708,1998,10,27,1
1297,0,45.1556034666,166.9431621046,2003,8,12,0
1298,0,12.2027764656,109.4228969794,1997,9,13,0
1299,0,24.7413573554,119.3417270179,1995,8,29,0
1300,0,40.4390757065,104.1529977531,2001,11,24,1
1301,0,29.8164805351,116.7609155201,2006,12,2,1
1302,0,46.7568038078,92.0571772009,2008,1,1,1
1303,0,18.0928169936,99.0130037139,1991,10,3,1
1304,0,38.6811024556,162.6878179517,2000,1,24,0
1305,0,27.3290563188,144.3023960665,1995,2,3,0
1306,0,36.6965450719,167.0094680507,1992,10,8,0
1307,0,54.9400001904,106.2626337656,2008,8,10,1
1308,0,42.2125376808,99.2612464121,2000,11,14,1
1309,0,3.9663542854,118.2535423525,1994,3,22,0
1310,0,35.3619828215,137.4893609318,1995,2,19,1
1311,0,48.605994992,166.7597666709,1993,3,20,0
1312,0,39.8479103018,138.4204156953,2008,2,21,0
1313,0,26.0312805651,164.5787437703,2008,9,14,0
1314,0,2.8194517549,95.512427059,2010,2,2,0
1315,0,16.3017881988,94.9505950045,1994,12,3,1
1316,0,44.4545452064,156.1762596946,1996,9,3,0
1317,0,21.6259356402,176.455791851,1991,6,3,0
1318,0,41.8473418057,121.2551553338,1995,4,11,1
1319,0,38.4034248814,154.8455059784,1999,5,10,0
1320,0,0.4072465142,152.7222966892,1992,9,23,0
1321,0,52.2075099545,166.9325123518,1997,1,27,0
1322,0,48.3111220691,113.4667391237,2002,9,2,1
1323,0,4.5676303189,145.641481101,2003,4,8,0
1324,0,15.4354134807,111.6373291402,1996,3,20,0
1325,0,46.5689381165,147.5758816721,1992,4,19,0
1326,0,52.3363263672,169.3205832643,2010,3,21,0
1327,0,17.9589870572,91.7143770168,2010,6,23,0
1328,0,55.288786171,110.7821262209,1994,12,18,1
1329,0,25.8703318471,161.974382624,2007,11,20,0
1330,0,20.9282907704,153.9493298018,2004,5,15,0
1331,0,7.1330594039,117.630533406,2000,9,13,0
1332,0,23.9935232978,120.4360934626,1997,2,11,1
1333,0,6.3424308132,148.8037079223,2001,11,16,0
1334,0,23.6124184309,132.4601584277,2004,11,6,0
1335,0,51.4874395961,138.5253714141,2006,9,1,1
1336,0,58.7219370017,119.1082058125,2006,7,21,1
1337,0,36.8082135217,121.3018864137,1996,7,3,1
1338,0,2.7335954877,115.8026525332,2000,9,17,1
1339,0,19.1810805257,155.8736915351,2002,10,3,0
1340,0,35.4938330362,94.4858691841,2004,3,24,1
1341,0,50.3443879075,150.2669601864,2009,4,20,0
1342,0,28.6963317124,155.7022930775,2010,8,13,0
1343,0,45.3801381821,167.7443902823,1991,7,11,0
1344,0,5.4154927237,100.0944769057,2005,11,1,0
1345,0,39.199715713,150.6924967119,1999,3,1,0
1346,0,32.230186318,137.2979826573,2003,5,28,0
1347,0,23.3781198738,128.0935211037,1991,11,14,0
1348,0,16.5467574634,155.7094306662,2001,9,8,0
1349,0,15.3228860395,154.9226273247,2006,6,27,0
1350,0,26.6527204122,120.8389242506,1991,4,27,0
1351,0,25.3293035924,161.0626713652,1992,7,1,0
1352,0,47.0348392194,98.8836785965,2004,11,14,1
1353,0,40.4443206126,159.3800855661,2008,10,12,0
1354,0,3.4572007461,95.9082073253,2005,9,24,0
1355,0,12.6127832243,154.2283311929,2003,12,10,0
1356,0,47.9036304262,141.0656789993,1995,2,27,0
1357,0,13.2372152433,154.6381428279,2009,9,30,0
1358,0,17.2085295059,94.7260563704,2008,7,25,1
1359,0,29.6743967291,155.2500768285,2008,7,12,0
1360,0,18.4000088833,117.038367705,1995,11,12,0
1361,0,48.9794872887,149.5489747636,2010,4,20,0
1362,0,25.8199966606,137.8719099867,1994,11,26,0
1363,0,55.1724971272,179.4166674209,1997,11,10,0
1364,0,59.6653389372,157.4674049369,1991,9,28,0
1365,0,18.5844592284,155.049763592,1994,4,16,0
1366,0,1.6774593154,133.9740259037,2000,10,4,0
1367,0,9.6603354486,158.6379524879,2001,4,23,0
1368,0,34.2704158276,157.9830507562,2009,6,14,0
1369,0,18.796230373,158.1745541515,1994,1,15,0
1370,0,18.3245202899,131.3889871398,2010,11,2,0
1371,0,38.472313704,171.6140206461,2007,4,7,0
1372,0,33.3591207303,135.9274392296,1992,3,24,0
1373,0,13.898385982,147.638445769,1999,5,26,0
1374,0,27.3786889343,103.8709917432,2005,5,24,1
1375,0,20.3518265812,110.7440053043,2004,5,10,0
1376,0,28.5133898025,167.0996738621,1996,12,1,0
1377,0,58.7489082059,178.1983154872,1996,5,5,0
1378,0,3.6184359016,97.6081705908,1997,9,23,1
1379,0,9.0270392178,136.4928958914,2000,5,30,0
1380,0,25.4965279391,147.4648669059,2010,9,15,0
1381,0,0.7122032717,158.8795745722,2008,5,23,0
1382,0,12.4914754461,123.4703184594,2001,6,16,0
1383,0,58.7179601379,122.8567947471,1998,11,29,1
1384,0,28.4580864245,148.0442045652,1995,9,12,0
1385,0,1.1404999858,99.4417767855,2008,9,18,1
1386,0,31.0350481421,176.903471814,1997,12,20,0
1387,0,58.8206454366,162.6590848924,1995,11,5,0
1388,0,1.3910139492,139.7238475503,1996,7,31,0
1389,0,16.7557703471,112.2045727191,1991,6,25,0
1390,0,14.4466563826,164.8225001385,2003,11,2,0
1391,0,26.6865384998,99.3594234134,2007,3,15,1
1392,0,12.9769578762,121.8337544217,1998,5,27,0
1393,0,32.8130200133,164.2379724677,2005,1,13,0
1394,0,2.8393635526,138.9233271824,2006,12,9,0
1395,0,5.2332355734,148.3812310221,1993,1,22,0
1396,0,52.8551481524,133.2515476341,2000,11,8,1
1397,0,51.1912167398,126.8392317812,1998,10,21,1
1398,0,28.1363724405,159.6228961623,1992,6,20,0
1399,0,11.6635492584,144.4947540388,1995,11,20,0
1400,0,1.0091944132,150.4708725284,1992,3,16,0
1401,0,56.7846378637,142.9613526422,1995,7,6,0
1402,0,50.8823268861,132.8117468907,1994,5,22,1
1403,0,23.0233620387,103.7632110715,2008,6,12,1
1404,0,42.6953424839,150.1686920528,2004,1,21,0
1405,0,2.4527711095,150.7105873106,2010,3,15,0
1406,0,25.2672296623,155.1545698405,2003,7,17,0
1407,0,50.3549555037,152.7410182147,2010,12,27,0
1408,0,50.5747250374,137.3228159314,1997,2,23,1
1409,0,9.1339733172,100.6126744277,1994,4,12,0
1410,0,52.7427435201,153.04833862,2000,7,12,0
1411,0,3.5518334806,127.3445148859,1993,6,26,0
1412,0,11.8767702766,101.5029171598,2010,5,30,0
1413,0,2.7864204766,91.7838421441,2002,7,17,0
1414,0,28.451612941,113.8942290936,1994,3,31,1
1415,0,12.8468343336,91.257971283,2010,9,25,0
1416,0,28.0254707113,133.5234888224,1996,2,16,0
1417,0,54.7345516412,107.8938076529,2009,1,16,1
1418,0,38.9926995244,117.2380958637,2001,7,18,1
1419,0,9.0344973793,166.1201559403,2009,8,20,0
1420,0,25.9088158188,166.5353853442,2000,1,30,0
1421,0,9.4737216225,132.7653244743,1999,7,2,0
1422,0,12.4207823072,128.8965590601,2000,8,28,0
1423,0,39.0976511082,177.2350178473,1995,6,7,0
1424,0,37.3207747936,133.0679371627,2006,6,17,0
1425,0,11.7436609743,145.0653963117,2009,12,14,0
1426,0,31.0532154143,173.1981529249,1992,9,13,0
1427,0,49.6284512104,179.9407068361,2005,5,22,0
1428,0,29.6570805553,101.6190138739,2004,3,3,1
1429,0,36.1370812543,140.6724539562,1991,6,19,0
1430,0,3.8291413989,109.3024713895,1999,2,19,0
1431,0,45.7395958202,115.7804912841,2000,1,26,1
1432,0,50.517129642,162.8132712585,2005,10,31,0
1433,0,52.4588804226,100.913446513,2010,11,11,1
1434,0,41.7384265456,136.2087893556,2002,1,10,0
1435,0,23.9758905116,149.1050054273,1997,9,28,0
1436,0,34.5171825634,174.0541138407,2005,12,10,0
1437,0,9.5195541764,153.7943236227,2009,1,8,0
1438,0,30.2801342122,139.1061752359,1992,11,30,0
1439,0,34.7434207331,126.2575278897,1994,9,12,0
1440,0,47.8638329962,101.7904083082,2009,8,2,1
1441,0,18.4726723004,130.3255446372,2010,1,12,0
1442,0,59.5253862021,96.1632437236,2007,3,16,1
1443,0,56.7396552488,163.3142610057,2004,2,4,0
1444,0,37.158693024,165.604285046,1991,2,28,0
1445,0,35.5408800999,165.968046023,1998,7,4,0
1446,0,25.022697011,96.4207176631,1999,3,27,1
1447,0,54.6154375048,99.6578468266,1991,10,2,1
1448,0,24.418180855,147.2004884994,1999,3,4,0
1449,0,3.7287540827,90.81210837,2003,2,20,0
1450,0,2.527281954,100.121085404,1992,4,7,1
1451,0,37.2786071012,108.1416193536,2008,1,29,1
1452,0,28.1632324168,149.8952159705,2009,12,12,0
1453,0,57.7426884323,112.0119904261,1997,7,26,1
1454,0,2.1441359119,116.158780593,2008,2,12,1
1455,0,54.8138642963,168.4005149966,1999,11,29,0
1456,0,12.1047008922,143.7404555292,2001,9,10,0
1457,0,30.8516684454,96.2149956473,1997,12,4,1
1458,0,57.973480043,167.7570948796,2009,4,6,0
1459,0,59.8300951207,139.0955650248,1991,11,3,1
1460,0,15.9216384357,115.6595589034,2004,4,4,0
1461,0,52.1281829244,112.0738897542,2000,7,28,1
1462,0,15.1391084818,173.8873534044,2005,5,7,0
1463,0,27.8287245333,113.7088837987,2006,4,8,1
1464,0,55.5657576676,113.3240980748,1999,1,29,1
1465,0,18.936210894,90.0623733248,1997,2,2,0
1466,0,35.8253377257,135.7833279949,2009,5,12,0
1467,0,12.2817981709,97.9905737378,1992,8,6,0
1468,0,40.9162618686,108.4911383665,2010,12,8,1
1469,0,38.3954453375,117.4937843741,2005,10,16,1
1470,0,58.0251357425,135.0228341063,2010,5,28,1
1471,0,54.5826531434,137.7533157589,1996,9,11,0
1472,0,51.9436570304,90.728416366,2006,5,2,1
1473,0,33.3675601752,157.4758050288,1994,12,5,0
1474,0,52.0223813877,166.4757646364,1998,3,5,0
1475,0,4.511309769,99.9733549682,2002,1,31,0
1476,0,54.5507342834,122.6625019801,1996,3,6,1
1477,0,32.4203473795,107.2246946557,2001,9,3,1
1478,0,32.4574404163,98.5549452156,2006,1,28,1
1479,0,55.5059030419,124.5540990634,2010,9,11,1
1480,0,26.9704691973,144.97869774,2003,8,31,0
1481,0,27.2968598362,136.7698869877,2008,10,8,0
1482,0,55.6722933892,98.9081843058,1994,8,25,1
1483,0,43.1958700391,169.1896197991,2000,1,2,0
1484,0,25.6284767808,149.3000765378,2007,8,27,0
1485,0,4.0339825116,151.0982474615,1993,1,29,0
1486,0,41.4222173765,169.5896282117,2006,12,5,0
1487,0,35.8770169923,103.4285363462,2005,10,10,1
1488,0,8.6581735918,105.7385314861,1997,2,15,0
1489,0,33.2717547705,155.6022149138,2009,5,28,0
1490,0,54.9601350166,109.7767900885,1993,12,18,1
1491,0,55.2008338273,130.5032994691,2008,8,2,1
1492,0,27.5957201282,172.6825390197,2007,6,10,0
1493,0,12.1580777876,95.6438800483,1992,5,13,0
1494,0,59.1888195695,170.948665801,2006,3,2,0
1495,0,9.1257179528,177.8746179957,1996,6,21,0
1496,0,43.1506286049,98.3744706237,2008,4,2,1
1497,0,23.7086461158,159.8922724044,2007,5,16,0
1498,0,19.2978330189,130.1907057571,2003,7,18,0
1499,0,52.0293789636,165.3855024115,1999,5,7,0
1500,0,26.7663542088,154.2530088569,2004,3,12,0
1501,0,28.1892835535,109.9106544256,2001,7,16,1
1502,0,15.7911581872,159.2990558641,2000,4,18,0
1503,0,49.2463786947,96.1300141504,2000,7,11,1
1504,0,27.6664235489,112.3003591597,1995,10,3,1
1505,0,57.6453826111,95.9794918494,2007,9,1,1
1506,0,15.3377575334,111.2373717106,1995,6,4,0
1507,0,49.6778390044,158.7025844632,1996,5,27,0
1508,0,55.6616585841,147.8002770175,2000,4,16,0
1509,0,46.7257646564,145.0093432143,1996,1,1,0
1510,0,33.4347731341,144.170525868,1995,2,26,0
1511,0,53.6045297468,166.2536737905,2003,3,9,0
1512,0,47.6773963775,100.525564556,1995,8,11,1
1513,0,21.2796260929,174.0206873347,2005,7,26,0
1514,0,14.3989074044,177.9108546185,1997,7,8,0
1515,0,46.2314793561,154.013954401,1993,6,23,0
1516,0,50.3105474124,110.7330066338,1999,2,27,1
1517,0,28.9240917284,179.4006251916,1992,6,1,0
1518,0,0.8178008907,123.1739328126,2000,6,17,0
1519,0,28.8189065829,132.0856819837,2003,2,16,0
1520,0,6.5331786219,152.7183140698,1994,10,14,0
1521,0,0.2088813996,124.6483560791,2006,11,30,0
1522,0,57.2233980289,143.2088532066,1999,8,22,0
1523,0,16.576027195,144.6237757313,1996,2,2,0
1524,0,52.7884563524,90.2182294289,1999,10,15,1
1525,0,8.4230975434,150.668581822,1993,4,3,0
1526,0,6.1959592206,93.5250226012,1997,7,29,0
1527,0,5.5014663516,137.4139241385,1991,8,24,0
1528,0,9.7669515386,149.541450853,2009,10,19,0
1529,0,23.5395135451,129.042791964,1993,12,13,0
1530,0,4.9212365644,99.5604691026,2002,3,11,0
1531,0,11.1214891216,109.0238590236,2005,6,26,0
1532,0,9.8286529351,134.2993500712,1993,6,6,0
1533,0,24.4404828642,123.3167077624,1997,4,8,0
1534,0,44.1355208214,159.1844773851,2006,8,29,0
1535,0,5.5741321295,162.4406904448,2002,10,31,0
1536,0,43.3026794577,178.4937612293,2002,8,22,0
1537,0,56.1087755347,125.9309248952,1997,11,6,1
1538,0,44.5912405802,133.0809426703,1995,6,20,1
1539,0,47.5304330327,97.2703002649,1999,9,14,1
1540,0,44.9080054834,178.0306578521,2002,9,30,0
1541,0,58.6892833281,129.8125917767,2008,6,8,1
1542,0,38.9602906024,134.7696552426,2009,3,20,0
1543,0,48.5589263029,105.0206516543,1996,9,18,1
1544,0,0.4688950768,116.5660441713,2006,7,19,1
1545,0,16.47222206,100.0661179726,2003,7,23,1
1546,0,49.5345992781,166.5743093938,1998,5,23,0
1547,0,15.9736042796,115.5623525055,1999,6,14,0
1548,0,34.5568109723,160.3970624018,1994,8,22,0
1549,0,57.3548415117,140.3701549396,1991,11,2,0
1550,0,24.356062375,148.7401298876,1995,11,10,0
1551,0,0.8780858293,130.7431753725,2000,8,27,0
1552,0,45.1662319014,127.857671238,2004,1,29,1
1553,0,50.6506810337,133.5477839154,1991,9,18,1
1554,0,41.7892381595,113.6140539637,2009,8,16,1
1555,0,9.2450181674,121.8950252957,2010,9,4,0
1556,0,23.9449055772,120.3875497123,2004,9,26,1
1557,0,32.3060606467,122.4277132843,2008,4,23,0
1558,0,39.9870676082,137.4503494799,1995,1,23,0
1559,0,44.3369663833,99.6522722533,2003,6,8,1
1560,0,19.3778796494,135.0923133781,1997,7,22,0
1561,0,30.7227643859,101.0701462138,2001,4,1,1
1562,0,13.221240649,148.3707824559,1997,3,6,0
1563,0,53.5140846809,175.4555490869,2002,1,1,0
1564,0,42.1758800978,168.2013477758,2004,11,23,0
1565,0,14.9300670857,123.6921092961,1996,7,28,0
1566,0,6.5269982815,178.0258280528,1999,8,10,0
1567,0,16.3595631626,135.3341386607,2010,4,5,0
1568,0,23.71998352,127.6291666017,2002,5,11,0
1569,0,39.9006793275,158.0451138457,1994,8,28,0
1570,0,19.252765649,145.3583872668,1999,10,14,0
1571,0,7.7180849388,102.9251383734,2006,3,15,0
1572,0,59.833016661,154.6377985831,1997,6,7,0
1573,0,17.3348731454,117.89192094,2009,6,24,0
1574,0,40.9415977495,94.1673642816,1997,11,7,1
1575,0,37.9914415581,118.1344796182,1998,11,7,1
1576,0,49.7413754929,172.1699359152,1999,12,29,0
1577,0,41.437583752,134.1207161872,2007,8,10,0
1578,0,0.1391041651,95.0300216465,2005,5,4,0
1579,0,51.0179949738,141.4629732678,1991,12,9,0
1580,0,22.7358998079,143.506708201,1993,3,4,0
1581,0,29.0701827826,100.0881471857,1999,9,17,1
1582,0,49.222521577,143.443985749,1997,11,8,1
1583,0,58.0383259803,158.5361733427,1997,8,21,1
1584,0,56.1977703357,121.0765753035,1996,12,27,1
1585,0,2.3488446465,121.0684620193,1996,12,12,0
1586,0,9.5403718343,174.6033184114,1996,7,6,0
1587,0,55.9235008433,128.6021382152,1993,4,15,1
1588,0,49.4908798859,136.9844255922,2010,2,3,1
1589,0,31.869947766,130.6551106973,2009,5,22,1
1590,0,50.1949694613,128.5748611344,2008,8,19,1
1591,0,51.0017545754,166.9147469499,2004,7,1,0
1592,0,34.1366268508,92.5864471751,1997,10,1,1
1593,0,35.712748454,156.1333465925,1996,10,13,0
1594,0,40.8418989927,152.434197769,1992,5,9,0
1595,0,39.0562880225,171.8783742422,1991,7,29,0
1596,0,42.2283114307,153.2529978524,2005,6,30,0
1597,0,43.6863790685,113.6616328522,2001,9,23,1
1598,0,11.7126919795,90.249580848,2001,5,21,0
1599,0,55.4947862495,160.5096289516,1991,3,14,1
1600,0,39.7648755508,90.0050538266,2006,7,15,1
1601,0,25.6610208889,122.9940408049,1996,5,20,0
1602,0,35.329874754,127.694451171,1992,10,12,1
1603,0,42.9053296102,107.5802431908,2007,9,4,1
1604,0,47.4588818802,113.9659327967,1998,5,30,1
1605,0,8.4265797073,111.9931141706,1996,6,11,0
1606,0,21.0381228011,103.2874026988,2007,7,7,1
1607,0,22.3062656634,157.2410599189,2004,3,8,0
1608,0,38.1629756838,176.2856234587,1991,12,8,0
1609,0,12.9295775341,105.4674249468,1999,8,8,1
1610,0,39.2655842984,134.6261761291,2005,5,10,0
1611,0,19.4257829664,153.6886359332,1998,3,19,0
1612,0,38.5997155588,155.440768206,2003,7,14,0
1613,0,10.4795832653,107.554350507,1993,3,1,0
1614,0,59.3877319666,132.0735255,2005,7,19,1
1615,0,26.687608785,104.8269683775,2009,10,11,1
1616,0,29.7031608503,114.3519268767,1991,9,19,1
1617,0,12.9519573972,132.0673421281,2008,6,19,0
1618,0,23.9316511201,171.7911160528,2010,9,6,0
